,Period,Data-type,Sub-heading1,Sub-heading2,Files
697,Years 12-16 (Phase 4),Interviews & Questionnaires,GR1093 Questionnaire My teenager part 1,E. Behaviour,"GR1093_E3-SOCS parent_25112020 Add this file to your basket PI: Pauline Jansen, Manon Hillegers"
698,Years 12-16 (Phase 4),Interviews & Questionnaires,GR1093 Questionnaire My teenager part 1,E. Behaviour,"GR1093-E4_21092020  Add this file to your basket PI: Pauline Jansen, Manon Hillegers"
699,Years 12-16 (Phase 4),Interviews & Questionnaires,GR1093 Questionnaire My teenager part 1,E. Behaviour,
700,Years 12-16 (Phase 4),Interviews & Questionnaires,GR1093 Questionnaire My teenager part 1,F. School,"GR1093-F_School_13052020  Add this file to your basket PI: Pauline Jansen, Manon Hillegers"
701,Years 12-16 (Phase 4),Interviews & Questionnaires,GR1093 Questionnaire My teenager part 1,G. Social media,GR1093-G_03082020  Add this file to your basket PI: Amy van Grieken
702,Years 12-16 (Phase 4),Interviews & Questionnaires,GR1093 Questionnaire My teenager part 1,G. Social media,GR1093_G3-G5_31082020 cleaned by behaviourgroup Add this file to your basket PI: Amy van Grieken
703,Years 12-16 (Phase 4),Interviews & Questionnaires,GR1093 Questionnaire My teenager part 1,I. Eyes,GR1093-I4-6_11052020  Add this file to your basket PI: Caroline Klaver
704,Years 12-16 (Phase 4),Interviews & Questionnaires,GR1094 Questionnaire My teenager part 2,B. Physical activity,GR1094B1-B7_05082020  Add this file to your basket general
705,Years 12-16 (Phase 4),Interviews & Questionnaires,GR1094 Questionnaire My teenager part 2,C. Eating habits,"GR1094-C1-2_TFEQ-Mother_29042020  Add this file to your basket PI: Pauline Jansen, Manon Hillegers"
706,Years 12-16 (Phase 4),Interviews & Questionnaires,GR1094 Questionnaire My teenager part 2,C. Eating habits,"GR1094_C3_C5-6_21092020  Add this file to your basket PI: Pauline Jansen, Manon Hillegers"
707,Years 12-16 (Phase 4),Interviews & Questionnaires,GR1094 Questionnaire My teenager part 2,C. Eating habits,"GR1094-C4_DEBQ-Mother_29042020  Add this file to your basket PI: Pauline Jansen, Manon Hillegers"
708,Years 12-16 (Phase 4),Interviews & Questionnaires,GR1094 Questionnaire My teenager part 2,C. Eating habits,GR1094-C7_27122021 Add this file to your basket general
709,Years 12-16 (Phase 4),Interviews & Questionnaires,GR1094 Questionnaire My teenager part 2,C. Eating habits,GR1094_C8_22072022 Add this file to your basket general
710,Years 12-16 (Phase 4),Interviews & Questionnaires,GR1094 Questionnaire My teenager part 2,C. Eating habits,GR1094_C12-13_02082022 Add this file to your basket general
711,Years 12-16 (Phase 4),Interviews & Questionnaires,GR1094 Questionnaire My teenager part 2,E. Hearing,GR1094-E_Hearing_22062020  Add this file to your basket PI: Marc van der Schroeff
712,Years 12-16 (Phase 4),Interviews & Questionnaires,GR1094 Questionnaire My teenager part 2,F. Teeth,GR1094_F1-9_Oral-Dental_24092020.sav Add this file to your basket PI: Eppo Wolvius
713,Years 12-16 (Phase 4),Interviews & Questionnaires,GR1095 My questionnaire - part 1,B. Vrije tijd en sport,"GR1095_B1andC2_07082020  Add this file to your basket PI: Pauline Jansen, Manon Hillegers"
714,Years 12-16 (Phase 4),Interviews & Questionnaires,GR1095 My questionnaire - part 1,C. Vrienden en vriendinnen,"GR1095_C3-5_14092020  Add this file to your basket PI: Pauline Jansen, Manon Hillegers"
715,Years 12-16 (Phase 4),Interviews & Questionnaires,GR1095 My questionnaire - part 1,D. Mijn karakter,"GR1095-D_11052020  Add this file to your basket PI: Pauline Jansen, Manon Hillegers"
716,Years 12-16 (Phase 4),Interviews & Questionnaires,GR1095 My questionnaire - part 1,E. Sociale media en games,GR1095-E_19082020  Add this file to your basket PI: Amy van Grieken
717,Years 12-16 (Phase 4),Interviews & Questionnaires,GR1095 My questionnaire - part 1,F. Gedrag,"GR1095_F-Child-YSR_18062020  Add this file to your basket PI: Pauline Jansen, Manon Hillegers"
718,Years 12-16 (Phase 4),Interviews & Questionnaires,GR1095 My questionnaire - part 1,F. Gedrag,
719,Years 12-16 (Phase 4),Interviews & Questionnaires,GR1095 My questionnaire - part 1,G. Puberteit,"GR1095-G_25022022 Add this file to your basket PI: Pauline Jansen, Manon Hillegers"
720,Years 12-16 (Phase 4),Interviews & Questionnaires,GR1095 My questionnaire - part 1,G. Puberteit,"CHILDPUBERTY13_14012022 Add this file to your basket PI: Pauline Jansen, Manon Hillegers"
721,Years 12-16 (Phase 4),Interviews & Questionnaires,GR1096 My questionnaire - part 2,A. Algemeen,"GR1096-B1_11052020  Add this file to your basket PI: Pauline Jansen, Manon Hillegers"
722,Years 12-16 (Phase 4),Interviews & Questionnaires,GR1096 My questionnaire - part 2,B. Eetgedrag,"GR1096B2-B7_19082020  Add this file to your basketPI: Pauline Jansen, Manon Hillegers"
723,Years 12-16 (Phase 4),Interviews & Questionnaires,GR1096 My questionnaire - part 2,B. Eetgedrag,"GR1096-B8_DEBQ-Child_29042020  Add this file to your basket PI: Pauline Jansen, Manon Hillegers"
724,Years 12-16 (Phase 4),Interviews & Questionnaires,GR1096 My questionnaire - part 2,B. Eetgedrag,"GR1096-B9-10_TFEQ-Child_29042020  Add this file to your basket PI: Pauline Jansen, Manon Hillegers"
725,Years 12-16 (Phase 4),Interviews & Questionnaires,GR1096 My questionnaire - part 2,C. Beweging,GR1096C1-C9_05082020  Add this file to your basket General
726,Years 12-16 (Phase 4),Interviews & Questionnaires,GR1096 My questionnaire - part 2,D. Zelfvertrouwen en gedachten,"GR1096_D1_02062020  Add this file to your basket PI: Pauline Jansen, Manon Hillegers"
727,Years 12-16 (Phase 4),Interviews & Questionnaires,GR1096 My questionnaire - part 2,D. Zelfvertrouwen en gedachten,"GR1096-D2_SOCS-child_11052020  Add this file to your basket PI: Pauline Jansen, Manon Hillegers"
728,Years 12-16 (Phase 4),Interviews & Questionnaires,GR1096 My questionnaire - part 2,D. Zelfvertrouwen en gedachten,"GR1096-D2_f-k_Delusion_12052020  Add this file to your basket PI: Pauline Jansen, Manon Hillegers"
729,Years 12-16 (Phase 4),Interviews & Questionnaires,GR1096 My questionnaire - part 2,D. Zelfvertrouwen en gedachten,"GR1096_D2-l_11052020  Add this file to your basket PI: Pauline Jansen, Manon Hillegers"
730,Years 12-16 (Phase 4),Interviews & Questionnaires,GR1096 My questionnaire - part 2,E. Slapen,"GR1096-E1-14_SHS_09072020  Add this file to your basket PI: Pauline Jansen, Manon Hillegers"
731,Years 12-16 (Phase 4),Interviews & Questionnaires,GR1096 My questionnaire - part 2,F. Gezondheid,GR1096-F6-7_02072020  Add this file to your basket PI: Liesbeth Duijts
732,Years 12-16 (Phase 4),Interviews & Questionnaires,GR1096 My questionnaire - part 2,F. Gezondheid,GR1096_F10-22_18082021 Add this file to your basket PI: Amy van Grieken
733,Years 12-16 (Phase 4),Interviews & Questionnaires,GR1096 My questionnaire - part 2,G. Oren en ogen,GR1096-G1-10_Hearing_14052020  Add this file to your basket PI: Marc van der Schroeff
734,Years 12-16 (Phase 4),Interviews & Questionnaires,GR1096 My questionnaire - part 2,G. Oren en ogen,GR1096-G11-16_08062020  Add this file to your basket PI: Caroline Klaver
735,Years 12-16 (Phase 4),Interviews & Questionnaires,COVID,,"CHILD_CovidQuestionnaire1_27122021 Add this file to your basket PI: Pauline Jansen, Caroline Klaver "
736,Years 12-16 (Phase 4),Interviews & Questionnaires,COVID,,"CHILD_CovidQuestionnaire2_15122021 Add this file to your basket PI: Pauline Jansen, Caroline Klaver "
737,Years 12-16 (Phase 4),Interviews & Questionnaires,COVID,,"CHILD_CovidQuestionnaireFU1_15122021 Add this file to your basket PI: Pauline Jansen, Caroline Klaver "
738,Years 12-16 (Phase 4),Interviews & Questionnaires,COVID,,"CHILD_CovidQuestionnaireFU2_15122021 Add this file to your basket PI: Pauline Jansen, Caroline Klaver "
739,Years 12-16 (Phase 4), MRI ,MRI child 13 years,,CHILDMRI13respons_08072021 Add this file to your basket General
740,Years 12-16 (Phase 4), MRI ,MRI child 13 years,,ChildMRIBrainif_F13_10122020.sav Add this file to your basketGeneral
741,Years 12-16 (Phase 4), MRI ,MRI child 13 years,,CHILDMRI13_GR1098_B5_Pain_24032021.sav Add this file to your basketPI: Edwin Oei
742,Years 12-16 (Phase 4), MRI ,MRI child 13 years,,CHILDMRI13fatmass_25042022 Add this file to your basketPI: Edwin Oei
743,Years 12-16 (Phase 4), MRI ,MRI child 13 years,,Data_dictionary_MRI - Measures of adiposity at 13 years - Measusres of adiposity at 13 years.pdf Download from here
744,Years 12-16 (Phase 4), MRI ,MRI child 13 years,,"CHILDMRI13_KneeScoring_19122022 PI: Edwin Oei, available upon request"
745,Years 12-16 (Phase 4), MRI ,MRI Mother Focus@13 MRI parents,Cognition,MRIparent_Cognition_fulldata_20210720 Add this file to your basket PI: Arfan Ikram
746,Years 12-16 (Phase 4), MRI ,MRI Mother Focus@13 MRI parents,Cognition,MRIparent_Cognition_limited_20210720 Add this file to your basket PI: Arfan Ikram
747,Years 12-16 (Phase 4), MRI ,MRI Mother Focus@13 MRI parents,Cognition,README_cognition_ParentMRI_20210809 Download from here
748,Years 12-16 (Phase 4), MRI ,MRI Mother Focus@13 MRI parents,Cognition,
749,Years 12-16 (Phase 4), MRI ,MRI Mother Focus@13 MRI parents,MRI,"MRIparent_MRIcore_data_20220728 Add this file to your basket PI: Arfan Ikram, Bas van Rijn"
750,Years 12-16 (Phase 4), MRI ,MRI Mother Focus@13 MRI parents,MRI,README_MRIcore_20210730 Add this file to your basket
751,Years 12-16 (Phase 4), MRI ,MRI Mother Focus@13 MRI parents,MRI,MRIparent_CMB_infarcten_31052021 Add this file to your basket PI: Bas van Rijn
752,Years 12-16 (Phase 4), MRI ,MRI Mother Focus@13 MRI parents,MRI,README_CMB_Infarcts_20210519 Download from here
753,Years 12-16 (Phase 4), MRI ,MRI Mother Focus@13 MRI parents,MRI,MRIparent_WMH_01072021 Add this file to your basket PI: Bas van Rijn
754,Years 12-16 (Phase 4), MRI ,MRI Mother Focus@13 MRI parents,MRI,README_WMH_20210624 Download from here
755,Years 12-16 (Phase 4), MRI ,MRI Mother Focus@13 MRI parents,MRI,MRIparent_Weight_Jumping_Plate_Complete_01072021 Add this file to your basket PI: Arfan Ikram
756,Years 12-16 (Phase 4), MRI ,MRI Mother Focus@13 MRI parents,MRI,README_weight_20210407 Download from here
757,Years 12-16 (Phase 4), MRI ,MRI Mother Focus@13 MRI parents,MRI,MRI_Weight parents Oracle Study cq Generation R_March2021 Download from here
758,Years 12-16 (Phase 4), MRI ,MRI Mother Focus@13 MRI parents,MRI,"MRIparent_form_19082021 Add this file to your basket PI: Arfan Ikram, Bas van Rijn"
759,Years 12-16 (Phase 4), MRI ,MRI Mother Focus@13 MRI parents,MRI,"MRIparent_interview_19082021 Add this file to your basket PI: Arfan Ikram, Bas van Rijn"
760,Years 12-16 (Phase 4), MRI ,MRI Mother Focus@13 MRI parents,MRI,"README_T1data_20210607 Download from here PI: Arfan Ikram, Annemarie Luijk"
761,Years 12-16 (Phase 4), MRI ,MRI Mother Focus@13 MRI parents,MRI,"parentmri_freesurfer_v6_05Apr2022_aparc_stats_pull30Apr2021 Add this file to your basket PI: Arfan Ikram, Annemarie Luijk"
762,Years 12-16 (Phase 4), MRI ,MRI Mother Focus@13 MRI parents,MRI,"parentmri_freesurfer_v6_05Apr2022_aseg_stats_pull30Apr2021 Add this file to your basket PI: Arfan Ikram, Annemarie Luijk"
763,Years 12-16 (Phase 4), MRI ,MRI Mother Focus@13 MRI parents,MRI,"parentmri_freesurfer_v6_05Apr2022_lobes_stats_pull30Apr2021 Add this file to your basket PI: Arfan Ikram, Annemarie Luijk"
764,Years 12-16 (Phase 4), MRI ,MRI Mother Focus@13 MRI parents,MRI,"parentmri_freesurfer_v6_05Apr2022_tbv_stats_pull30Apr2021 Add this file to your basket PI: Arfan Ikram, Annemarie Luijk"
765,Years 12-16 (Phase 4), MRI ,MRI Mother Focus@13 MRI parents,MRI,"parentmri_freesurfer_v6_05Apr2022_wmparc_stats_pull30Apr2021 Add this file to your basket PI: Arfan Ikram, Annemarie Luijk"
766,Years 12-16 (Phase 4), MRI ,MRI Mother Focus@13 MRI parents,MRI,PRELIMINARY DATA 
767,Years 12-16 (Phase 4), MRI ,MRI Mother Focus@13 MRI parents,MRI,"DTI_data_20220728 available by request from datamanagement PI: Arfan Ikram, Annemarie Luijk"
768,Years 12-16 (Phase 4), MRI ,MRI Mother Focus@13 MRI parents,MRI,README_DTIdata_20220321 Download from here
